ID;COUNTRY;YIAR;CAREWORKERS
1827;Country B;1991;5.808
1828;Country A;1991;14.145
1829;Country B;1991;-9999999
1830;Country A;1991;11.675
1831;Country B;1991;4.964
1832;Country A;1991;7.663
1833;Country B;1991;5.008
1834;Country A;-1;7.989
1835;Country B;1991;2.485
1836;Country A;1991;9.654
1837;Country B;1991;2.556
1838;Country A;1991;8.659
1839;Country B;1991;5.555
1840;Country A;1991;10.216
1841;Country B;1991;5.556
1842;Country A;1991;9.368
1843;Country B;1991;5.061
1844;Country A;1991;12.8
1845;Country B;1991;6.424
1846;Country A;1991;5.786
1847;Country B;-1;5.919
1848;Country A;1991;8.156
1849;Country B;1991;4.959
1850;Country A;1991;9.276
1851;Country B;1991;6.557
1852;Country A;1991;7.363
1853;Country B;1991;4.057
1854;Country A;1991;11.934
1855;Country B;1991;5.672
1856;Country A;1991;9.266
1857;Country B;1991;5.819
1858;Country A;1991;9.509
1859;Country B;1991;4.339
1860;Country A;1991;8.528
1861;Country B;1991;5.066
1862;Country A;1991;11.191
1863;Country B;1991;6.622
1864;Country A;1991;10.95
1865;Country B;1991;5.612
1866;Country A;1991;14.896
1867;Country B;1991;5.573
1868;Country A;1991;14.469
1869;Country B;1991;5.262
1870;Country A;1991;10.478
1871;Country B;1991;6.658
1872;Country A;1991;10.703
1873;Country B;1991;3.6
1874;Country A;1991;9.131
1875;Country B;1991;5.766
1876;Country A;1991;11.289
1877;Country B;1991;3.853
1878;Country A;1991;7.113
1879;Country B;1991;5.249
1880;Country A;1991;10.373
1881;Country B;1991;6.795
1882;Country A;1991;10.216
1883;Country B;1991;5.623
1884;Country A;1991;8.47
1885;Country B;1991;4.062
1886;Country A;1991;11.739
1887;Country B;1991;5.779
1888;Country A;1991;6.393
1889;Country B;1991;5.24
1890;Country A;1991;10.403
1891;Country B;1991;3.637
1892;Country A;1991;7.498
1893;Country B;1991;4.619
1894;Country A;1991;12.47
1895;Country B;1991;5.604
1896;Country A;1991;9.972
1897;Country B;1991;4.473
1898;Country A;1991;8.663
1899;Country B;1991;5.29
1900;Country A;1991;11.346
1901;Country B;1991;4.668
1902;Country A;1991;9.66
1903;Country B;1991;6.301
1904;Country A;1991;12.137
1905;Country B;1991;4.749
1906;Country A;1991;11.885
1907;Country B;1991;6.375
1908;Country A;1991;9.934
1909;Country B;1991;4.519
1910;Country A;1991;8.859
1911;Country B;1991;5.739
1912;Country A;1991;12.595
1913;Country B;1991;6.055
1914;Country A;1991;10.45
1915;Country B;1991;5.446
1916;Country A;1991;10.909
1917;Country B;1991;4.548
1918;Country A;1991;13.69
1919;Country B;1991;5.944
1920;Country A;1991;9.927
1921;Country B;1991;3.977
1922;Country A;1991;8.645
1923;Country B;1991;5.523
1924;Country A;1991;7.066
1925;Country B;1991;-9999999
1926;Country A;1991;9.897
1927;Country B;1991;4.179
1928;Country A;1991;9.787
1929;Country B;1991;7.433
1930;Country A;1991;7.193
1931;Country B;1991;4.984
1932;Country A;1991;9.719
1933;Country B;1991;5.596
1934;Country A;1991;12.183
1935;Country B;1991;5.144
1936;Country A;1991;9.638
1937;Country B;1991;4.818
1938;Country A;1991;11.373
1939;Country B;1991;5.695
1940;Country A;1991;5.124
1941;Country B;1991;2.487
1942;Country A;1991;8.077
1943;Country B;1991;5.347
1944;Country A;1991;7.601
1945;Country B;1991;4.013
1946;Country A;1991;10.058
1947;Country B;1991;3.943
1948;Country A;1991;11.839
1949;Country B;1991;3.742
1950;Country A;1991;8.669
1951;Country B;1991;5.014
1952;Country A;1991;8.47
1953;Country B;1991;4.973
1954;Country A;1991;11.048
1955;Country B;1991;5.927
1956;Country A;1991;12.532
1957;Country B;1991;4.094
1958;Country A;1991;10.54
1959;Country B;1991;4.17
1960;Country A;1991;10.31
1961;Country B;1991;4.841
1962;Country A;1991;13.745
1963;Country B;1991;3.355
1964;Country A;1991;8.966
1965;Country B;1991;3.392
1966;Country A;1991;12.133
1967;Country B;1991;5.55
1968;Country A;1991;7.712
1969;Country B;1991;4.66
1970;Country A;1991;6.906
1971;Country B;1991;5.175
1972;Country A;1991;5.857
1973;Country B;1991;4.718
1974;Country A;1991;6.074
1975;Country B;1991;5.061
1976;Country A;1991;11.206
1977;Country B;1991;3.474
1978;Country A;1991;7.438
1979;Country B;1991;5.727
1980;Country A;1991;8.293
1981;Country B;1991;4.462
1982;Country A;1991;6.914
1983;Country B;1991;5.932
1984;Country A;-1;9.422
1985;Country B;1991;5.075
1986;Country A;1991;9.879
1987;Country B;1991;-9999999
1988;Country A;1991;11.574
1989;Country B;1991;4.769
1990;Country A;1991;7.453
1991;Country B;1991;5.207
1992;Country A;1991;11.484
1993;Country B;1991;5.796
1994;Country A;1991;11.293
1995;Country B;1991;5.46
1996;Country A;1991;10.591
1997;Country B;1991;5.42
1;Country B;1992;4.289
2;Country A;1992;7.413
3;Country B;1992;4.436
4;Country A;1992;9.781
5;Country B;1992;5.576
6;Country A;1992;9.763
7;Country B;1992;6.934
8;Country A;1992;12.036
9;Country B;1992;3.973
10;Country A;1992;9.068
11;Country B;1992;5.211
12;Country A;1992;7.523
13;Country B;1992;4.79
14;Country A;1992;9.096
15;Country B;1992;3.426
16;Country A;1992;7.636
17;Country B;1992;4.691
18;Country A;1992;7.435
19;Country B;1992;5.086
20;Country A;1992;11.607
21;Country B;1992;3.19
22;Country A;1992;12.145
23;Country B;1992;5.724
24;Country A;1992;12.124
25;Country B;1992;6.388
26;Country A;-1;12.184
27;Country B;1992;2.461
28;Country A;1992;6.548
29;Country B;1992;7.076
30;Country A;1992;11.485
31;Country B;1992;4.364
32;Country A;1992;8.722
33;Country B;1992;5.621
34;Country A;1992;8.748
35;Country B;1992;4.426
36;Country A;1992;8.606
37;Country B;1992;6.14
38;Country A;1992;6.785
39;Country B;1992;4.286
40;Country A;1992;11.462
41;Country B;1992;5.53
42;Country A;1992;11.612
43;Country B;1992;6.347
44;Country A;1992;13.006
45;Country B;1992;4.206
46;Country A;1992;7.487
47;Country B;1992;3.097
48;Country A;1992;7.176
49;Country B;1992;5.147
50;Country A;1992;6.608
51;Country B;1992;5.387
52;Country A;1992;10.687
53;Country B;1992;5.803
54;Country A;1992;7.31
55;Country B;1992;2.865
56;Country A;1992;12.228
57;Country B;1992;5.654
58;Country A;1992;9.431
59;Country B;1992;6.547
60;Country A;1992;7.094
61;Country B;1992;5.738
62;Country A;1992;14.309
63;Country B;1992;5.277
64;Country A;1992;14.067
65;Country B;1992;2.535
66;Country A;-1;8.83
67;Country B;-1;5.793
68;Country A;1992;9.836
69;Country B;1992;5.22
70;Country A;-1;11.505
71;Country B;1992;5.919
72;Country A;1992;6.365
73;Country B;1992;3.779
74;Country A;1992;8.776
75;Country B;1992;5.789
76;Country A;1992;11.791
77;Country B;1992;5.559
78;Country A;1992;9.54
79;Country B;1992;4.135
80;Country A;1992;8.159
81;Country B;1992;4.229
82;Country A;1992;7.139
83;Country B;1992;4.505
84;Country A;1992;11.423
85;Country B;-1;5.419
86;Country A;1992;7.963
87;Country B;1992;6.482
88;Country A;1992;13.099
89;Country B;1992;4.862
90;Country A;1992;12.386
91;Country B;1992;4.551
92;Country A;1992;9.149
93;Country B;1992;4.143
94;Country A;1992;8.196
95;Country B;1992;3.829
96;Country A;1992;6.521
97;Country B;1992;6.185
98;Country A;1992;11.436
99;Country B;1992;5.313
100;Country A;1992;11.425
101;Country B;-1;5.411
102;Country A;1992;12.074
103;Country B;1992;5.266
104;Country A;1992;11.492
105;Country B;1992;4.459
106;Country A;1992;8.017
107;Country B;1992;5.325
108;Country A;1992;6.666
109;Country B;1992;4.598
110;Country A;1992;7.253
111;Country B;1992;6.109
112;Country A;1992;10.585
113;Country B;1992;4.041
114;Country A;1992;7.632
115;Country B;1992;5.641
116;Country A;1992;9.208
117;Country B;1992;4.244
118;Country A;1992;7.298
119;Country B;1992;3.522
120;Country A;1992;11.628
121;Country B;1992;4.422
122;Country A;1992;6.304
123;Country B;1992;4.282
124;Country A;1992;12.007
125;Country B;1992;4.469
126;Country A;1992;11.522
127;Country B;1992;5.677
128;Country A;1992;16.592
129;Country B;1992;5.13
130;Country A;1992;11.566
131;Country B;1992;4.775
132;Country A;1992;11.893
133;Country B;1992;6.955
134;Country A;1992;10.093
135;Country B;1992;3.907
136;Country A;1992;10.835
137;Country B;1992;5.072
138;Country A;1992;10.91
139;Country B;1992;5.302
140;Country A;1992;9.462
141;Country B;1992;4.313
142;Country A;1992;8.984
143;Country B;1992;3.471
144;Country A;1992;11.471
145;Country B;1992;4.445
146;Country A;1992;9.543
147;Country B;1992;5.246
148;Country A;-1;10.984
149;Country B;1992;6.553
150;Country A;1992;8.813
151;Country B;1992;6.772
152;Country A;1992;11.681
153;Country B;1992;6.118
154;Country A;1992;9.025
155;Country B;1992;7.136
156;Country A;1992;10.933
157;Country B;1992;3.773
158;Country A;1992;10.715
159;Country B;1992;5.439
160;Country A;1992;10.151
161;Country B;1992;4.36
162;Country A;1992;13.359
163;Country B;1992;3.957
164;Country A;1992;12.773
165;Country B;1992;5.298
166;Country A;1992;9.794
167;Country B;1992;5.928
168;Country A;1992;8.638
169;Country B;1992;4.781
170;Country A;1992;6.531
171;Country B;1992;4.894
172;Country A;1992;13.048
173;Country B;1992;7.594
174;Country A;1992;11.642
175;Country B;1992;5.755
176;Country A;1992;9.829
177;Country B;1992;5.457
178;Country A;1992;10.188
179;Country B;1992;4.344
180;Country A;1992;7.621
181;Country B;1992;4.923
182;Country A;1992;10.718
183;Country B;1992;6.513
184;Country A;1992;9.752
185;Country B;1992;3.672
186;Country A;1992;13.189
187;Country B;1992;5.617
188;Country A;1992;9.814
189;Country B;1992;5.723
190;Country A;1992;9.705
191;Country B;1992;4.371
192;Country A;1992;8.216
193;Country B;1992;5.044
194;Country A;1992;12.389
195;Country B;1992;4.812
196;Country A;1992;13.145
197;Country B;1992;5.113
198;Country A;1992;14.457
199;Country B;1992;4.978
200;Country A;-1;9.451
201;Country B;1992;6.5
202;Country A;1992;12.28
203;Country B;1992;5.298
204;Country A;1992;12.704
205;Country B;1992;2.67
206;Country A;1992;9.544
207;Country B;1992;5.095
208;Country A;1992;6.408
209;Country B;1992;4.898
210;Country A;1992;9.757
211;Country B;1992;3.057
212;Country A;1992;10.584
213;Country B;1992;3.308
214;Country A;1992;8.591
215;Country B;1992;6.693
216;Country A;1992;11.796
217;Country B;1992;4.596
218;Country A;1992;11.612
219;Country B;1992;3.105
220;Country A;1992;8.047
221;Country B;1992;2.953
222;Country A;-1;9.917
223;Country B;1992;5.158
224;Country A;1992;8.899
225;Country B;1992;3.913
226;Country A;1992;12.912
227;Country B;1992;5.943
228;Country A;1992;9.651
229;Country B;1992;2.747
230;Country A;1992;13.1
231;Country B;1992;4.311
232;Country A;1992;9.664
233;Country B;1992;4.978
234;Country A;1992;12.954
235;Country B;1992;4.592
236;Country A;1992;9.632
237;Country B;1992;5.935
238;Country A;1992;8.523
239;Country B;1992;2.682
240;Country A;1992;7.878
241;Country B;1992;4.214
242;Country A;1992;10.705
243;Country B;1992;6.136
244;Country A;1992;8.38
245;Country B;1992;4.364
246;Country A;1992;13.742
247;Country B;1992;4.582
248;Country A;1992;7.407
249;Country B;1992;3.645
250;Country A;1992;10.896
251;Country B;1992;5.986
252;Country A;1992;8.347
253;Country B;1992;5.148
254;Country A;1992;13.958
255;Country B;1992;4.345
256;Country A;1992;6.371
257;Country B;1992;6.926
258;Country A;1992;10.524
259;Country B;1992;4.849
260;Country A;1992;9.923
261;Country B;1992;5.531
262;Country A;1992;-9999999
263;Country B;1992;3.248
264;Country A;1992;13.084
265;Country B;1992;5.219
266;Country A;1992;8.451
267;Country B;1992;4.096
268;Country A;1992;11.139
269;Country B;1992;6.879
270;Country A;1992;10.085
271;Country B;1992;3.965
272;Country A;1992;8.922
273;Country B;1992;5.448
274;Country A;1992;9.505
275;Country B;1992;5.073
276;Country A;1992;11.62
277;Country B;1992;5.292
278;Country A;1992;7.092
279;Country B;1992;3.939
280;Country A;1992;9.058
281;Country B;1992;6.03
282;Country A;1992;10.362
283;Country B;1992;4.881
284;Country A;1992;6.508
285;Country B;1992;5.191
286;Country A;1992;5.936
287;Country B;1992;5.316
288;Country A;1992;7.888
289;Country B;1992;4.64
290;Country A;1992;8.209
291;Country B;1992;5.291
292;Country A;1992;8.846
293;Country B;1992;4.553
294;Country A;1992;11.253
295;Country B;1992;4.549
296;Country A;1992;10.475
297;Country B;1992;4.844
298;Country A;1992;8.623
299;Country B;1992;5.319
300;Country A;1992;9.251
301;Country B;1992;4.233
302;Country A;1992;6.852
303;Country B;1992;4.891
304;Country A;1992;11.488
305;Country B;1992;5.228
306;Country A;1992;8.299
307;Country B;1992;4.103
308;Country A;1992;10.85
309;Country B;1992;4.917
310;Country A;1992;7.777
311;Country B;1992;6.183
312;Country A;1992;8.604
313;Country B;1992;3.532
314;Country A;1992;9.423
315;Country B;1992;5.111
316;Country A;1992;7.942
317;Country B;1992;4.698
318;Country A;1992;9.98
319;Country B;1992;4.56
320;Country A;1992;10.207
321;Country B;1992;2.851
322;Country A;1992;13.391
323;Country B;1992;5.038
324;Country A;1992;11.16
325;Country B;1992;-9999999
326;Country A;1992;11.135
327;Country B;1992;3.868
328;Country A;1992;8.019
329;Country B;1992;4.674
330;Country A;1992;10.768
331;Country B;1992;3.604
332;Country A;1992;9.223
333;Country B;1992;4.109
334;Country A;1992;9.449
335;Country B;1992;5.408
336;Country A;1992;10.36
337;Country B;1992;6.941
338;Country A;1992;7.066
339;Country B;1992;6.011
340;Country A;1992;11.039
341;Country B;1992;5.328
342;Country A;1992;7.234
343;Country B;1992;5.067
344;Country A;1992;9.4
345;Country B;1992;4.196
346;Country A;1992;8.428
347;Country B;1992;5.482
348;Country A;1992;12.896
349;Country B;1992;3.841
350;Country A;1992;14.902
351;Country B;1992;3.074
352;Country A;1992;6.081
353;Country B;1992;3.069
354;Country A;1992;9.951
355;Country B;1992;4.688
356;Country A;1992;10.426
357;Country B;1992;5.295
358;Country A;1992;6.72
359;Country B;1992;6.21
360;Country A;1992;10.038
361;Country B;1992;4.908
362;Country A;1992;10.947
363;Country B;1992;5.448
364;Country A;1992;13.772
365;Country B;1992;5.555
366;Country A;1992;8.846
367;Country B;1992;4.457
368;Country A;1992;12.746
369;Country B;1992;4.611
370;Country A;1992;12.808
371;Country B;1992;5.02
372;Country A;1992;12.312
373;Country B;1992;3.442
374;Country A;1992;12.02
375;Country B;1992;3.784
376;Country A;1992;11.202
377;Country B;1992;5.769
378;Country A;1992;10.024
379;Country B;1992;3.792
380;Country A;1992;9.444
381;Country B;1992;5.435
382;Country A;1992;9.741
383;Country B;1992;2.977
384;Country A;1992;10.594
385;Country B;-1;4.588
386;Country A;1992;10.698
387;Country B;1992;4.702
388;Country A;1992;11.138
389;Country B;1992;4.852
390;Country A;1992;9.581
391;Country B;1992;6.62
392;Country A;1992;10.356
393;Country B;1992;6.309
394;Country A;1992;8.85
395;Country B;1992;4.244
396;Country A;1992;10.013
397;Country B;1992;4.466
398;Country A;1992;11.197
399;Country B;1992;5.838
400;Country A;1992;11.17
401;Country B;1992;6.294
402;Country A;1992;12.716
403;Country B;1992;5.244
404;Country A;1992;11.34
405;Country B;1992;5.654
406;Country A;1992;9.599
407;Country B;1992;4.228
408;Country A;1992;12.134
409;Country B;1992;6.05
410;Country A;1992;10.543
411;Country B;1992;5.308
412;Country A;1992;11.062
413;Country B;-1;6.587
414;Country A;1992;7.212
415;Country B;1992;4.066
416;Country A;1992;8.849
417;Country B;1992;6.517
418;Country A;1992;8.555
419;Country B;1992;3.49
420;Country A;1992;7.205
421;Country B;1992;4.702
422;Country A;1992;9.793
423;Country B;1992;4.673
424;Country A;1992;10.36
425;Country B;1992;5.979
426;Country A;1992;11.793
427;Country B;1992;4.738
428;Country A;1992;10.167
429;Country B;1992;5.255
430;Country A;1992;7.994
431;Country B;1992;5.953
432;Country A;1992;8.918
433;Country B;1992;4.576
434;Country A;1992;10.815
435;Country B;1992;3.282
436;Country A;1992;7.808
437;Country B;-1;3.883
438;Country A;1992;9.958
439;Country B;1992;2.749
440;Country A;1992;6.493
441;Country B;1992;3.791
442;Country A;1992;10.649
443;Country B;1992;6.374
444;Country A;1992;5.548
445;Country B;-1;6.929
446;Country A;1992;11.694
447;Country B;1992;6.095
448;Country A;1992;12.01
449;Country B;1992;6.841
450;Country A;1992;12.424
451;Country B;1992;4.509
452;Country A;1992;9.956
453;Country B;1992;4.855
454;Country A;1992;13.018
455;Country B;1992;4.276
456;Country A;1992;10.445
457;Country B;1992;4.755
458;Country A;1992;9.507
459;Country B;1992;4.56
460;Country A;1992;7.343
461;Country B;1992;4.115
462;Country A;1992;12.245
463;Country B;1992;4.849
464;Country A;1992;12.696
465;Country B;1992;5.38
466;Country A;1992;10.677
467;Country B;1992;5.374
468;Country A;1992;9.461
469;Country B;1992;6.438
470;Country A;1992;10.102
471;Country B;1992;3.741
472;Country A;1992;13.629
473;Country B;1992;5.768
474;Country A;1992;5.489
475;Country B;1992;4.325
476;Country A;1992;7.055
477;Country B;1992;1.671
478;Country A;1992;10.134
479;Country B;1992;5.419
480;Country A;-1;11.149
481;Country B;1992;6.14
482;Country A;1992;8.653
483;Country B;1992;3.332
484;Country A;1992;12.426
485;Country B;1992;4.902
486;Country A;1992;12.063
487;Country B;1992;5.495
488;Country A;1992;12.359
489;Country B;1992;4.982
490;Country A;1992;11.37
491;Country B;1992;4.422
492;Country A;1992;8.84
493;Country B;1992;3.17
494;Country A;1992;9.009
495;Country B;1992;5.238
496;Country A;1992;13.584
497;Country B;1992;4.336
498;Country A;-1;9.012
499;Country B;1992;4.595
500;Country A;1992;10.973
501;Country B;1992;4.63
502;Country A;1992;14.47
503;Country B;1992;4.478
504;Country A;1992;8.584
505;Country B;1992;5.423
506;Country A;1992;11.731
507;Country B;1992;6.227
508;Country A;1992;10.274
509;Country B;1992;5.669
510;Country A;1992;7.593
511;Country B;1992;4.489
512;Country A;1992;9.154
513;Country B;1992;3.79
514;Country A;1992;5.813
515;Country B;1992;3.629
516;Country A;1992;11.437
517;Country B;1992;5.004
518;Country A;1992;7.772
519;Country B;1992;5.86
520;Country A;1992;8.215
521;Country B;1992;4.989
522;Country A;1992;9.749
523;Country B;1992;4.339
524;Country A;1992;8.789
525;Country B;1992;4.074
526;Country A;-1;13.448
527;Country B;1992;5.332
528;Country A;1992;8.674
529;Country B;1992;4.589
530;Country A;1992;8.413
531;Country B;1992;5.197
532;Country A;1992;6.448
533;Country B;1992;5.335
534;Country A;1992;11.758
535;Country B;1992;6.131
536;Country A;1992;11.007
537;Country B;1992;5.604
538;Country A;1992;8.199
539;Country B;1992;3.902
540;Country A;1992;11.483
541;Country B;1992;5.205
542;Country A;1992;6.841
543;Country B;1992;4.71
544;Country A;1992;4.992
545;Country B;1992;4.585
546;Country A;1992;10.224
547;Country B;1992;6.168
548;Country A;1992;6.708
549;Country B;1992;4.957
550;Country A;1992;11.977
551;Country B;1992;6.591
552;Country A;1992;12.498
553;Country B;1992;5.594
554;Country A;1992;11.991
555;Country B;1992;5.727
556;Country A;1992;9.963
557;Country B;-1;4.542
558;Country A;-1;16.98
559;Country B;1992;5.252
560;Country A;1992;9.501
561;Country B;1992;5.513
562;Country A;1992;14.685
563;Country B;1992;6.264
564;Country A;1992;7.529
565;Country B;1992;6.179
566;Country A;1992;8.188
567;Country B;1992;5.173
568;Country A;1992;7.765
569;Country B;1992;5.541
570;Country A;1992;13.565
571;Country B;1992;5.815
572;Country A;1992;11.352
573;Country B;1992;5.699
574;Country A;1992;-9999999
575;Country B;1992;3.638
576;Country A;1992;9.183
577;Country B;1992;6.127
578;Country A;1992;8.274
579;Country B;1992;4.954
580;Country A;1992;9.885
581;Country B;1992;3.704
582;Country A;1992;11.823
583;Country B;1992;6.497
584;Country A;1992;8.328
585;Country B;1992;5.658
586;Country A;1992;10.131
587;Country B;1992;5.469
588;Country A;1992;9.278
589;Country B;1992;4.988
590;Country A;1992;12.729
591;Country B;1992;4.127
592;Country A;1992;8.901
593;Country B;1992;6.065
594;Country A;1992;8.475
595;Country B;1992;5.978
596;Country A;1992;9.978
597;Country B;1992;3.977
598;Country A;1992;10.694
599;Country B;1992;6.886
600;Country A;1992;8.775
601;Country B;1992;5.451
602;Country A;1992;10.108
603;Country B;1992;6.193
604;Country A;1992;10.755
605;Country B;1992;6.345
606;Country A;1992;7.185
607;Country B;1992;5.071
608;Country A;1992;9.683
609;Country B;1992;5.238
610;Country A;1992;10.759
611;Country B;1992;3.251
612;Country A;1992;10.929
613;Country B;1992;5.441
614;Country A;1992;11.753
615;Country B;1992;4.44
616;Country A;1992;8.922
617;Country B;1992;6.391
618;Country A;1992;11.504
619;Country B;1992;3.983
620;Country A;1992;12.501
621;Country B;1992;5.116
622;Country A;1992;10.418
623;Country B;-1;3.656
624;Country A;1992;9.482
625;Country B;1992;5.771
626;Country A;1992;13.284
627;Country B;1992;5.089
628;Country A;1992;11.474
629;Country B;1992;4.429
630;Country A;1992;10.615
631;Country B;1992;5.023
632;Country A;1992;7.712
633;Country B;1992;5.099
634;Country A;1992;13.875
635;Country B;-1;5.085
636;Country A;1992;6.836
637;Country B;1992;5.931
638;Country A;1992;11.738
639;Country B;1992;6.644
640;Country A;1992;6.96
641;Country B;1992;5.749
642;Country A;1992;12.441
643;Country B;1992;7.158
644;Country A;1992;8.567
645;Country B;1992;4.408
646;Country A;1992;11.046
647;Country B;1992;5.911
648;Country A;1992;10.171
649;Country B;1992;3.962
650;Country A;1992;7.345
651;Country B;1992;7.474
652;Country A;1992;9.655
653;Country B;1992;4.441
654;Country A;1992;9.072
655;Country B;1992;4.221
656;Country A;1992;6.973
657;Country B;1992;5.503
658;Country A;1992;6.912
659;Country B;1992;6.796
660;Country A;1992;11.69
661;Country B;1992;5.66
662;Country A;1992;7.722
663;Country B;1992;5.493
664;Country A;1992;8.527
665;Country B;1992;6.64
666;Country A;1992;8.198
667;Country B;1992;6.162
668;Country A;1992;9.883
669;Country B;1992;5.717
670;Country A;1992;12.681
671;Country B;1992;4.505
672;Country A;1992;5.395
673;Country B;1992;3.15
674;Country A;1992;8.792
675;Country B;1992;5.899
676;Country A;1992;9.95
677;Country B;1992;6.515
678;Country A;1992;10.781
679;Country B;1992;3.001
680;Country A;1992;9.358
681;Country B;1992;5.602
682;Country A;1992;7.933
683;Country B;1992;5.673
684;Country A;1992;9.014
685;Country B;1992;5.213
686;Country A;1992;9.443
687;Country B;1992;5.499
688;Country A;1992;8.736
689;Country B;1992;3.964
690;Country A;1992;4.987
691;Country B;1992;7.282
692;Country A;1992;11.569
693;Country B;1992;4.95
694;Country A;1992;10.082
695;Country B;1992;5.717
696;Country A;1992;9.61
697;Country B;1992;5.081
698;Country A;1992;10.775
699;Country B;1992;4.124
700;Country A;1992;-9999999
701;Country B;1992;6.782
702;Country A;1992;8.057
703;Country B;1992;5.841
704;Country A;1992;8.953
705;Country B;1992;6.39
706;Country A;1992;11.031
707;Country B;1992;5.472
708;Country A;1992;11.207
709;Country B;1992;5.972
710;Country A;1992;9.51
711;Country B;1992;5.918
712;Country A;1992;6.918
713;Country B;1992;5.991
714;Country A;1992;9.712
715;Country B;1992;4.655
716;Country A;1992;10.575
717;Country B;1992;3.449
718;Country A;1992;9.941
719;Country B;1992;3.404
720;Country A;1992;6.191
721;Country B;1992;3.787
722;Country A;1992;9.72
723;Country B;1992;5.096
724;Country A;1992;12.471
725;Country B;1992;5.302
726;Country A;1992;14.637
727;Country B;1992;5.063
728;Country A;1992;12.292
729;Country B;1992;3.508
730;Country A;1992;12.925
731;Country B;1992;5.329
732;Country A;1992;8.2
733;Country B;1992;3.7
734;Country A;-1;7.019
735;Country B;1992;5.892
736;Country A;1992;10.935
737;Country B;-1;5.53
738;Country A;1992;8.83
739;Country B;1992;5.547
740;Country A;1992;8.814
741;Country B;1992;4.105
742;Country A;1992;11.542
743;Country B;-1;5.286
744;Country A;-1;11.578
745;Country B;1992;4.391
746;Country A;1992;5.859
747;Country B;1992;4.898
748;Country A;1992;12.673
749;Country B;1992;4.775
750;Country A;1992;12.382
751;Country B;1992;6.61
752;Country A;1992;8.891
753;Country B;1992;5.235
754;Country A;1992;12.199
755;Country B;1992;4.97
756;Country A;1992;12.644
757;Country B;1992;3.304
758;Country A;1992;10.506
759;Country B;1992;3.195
760;Country A;1992;9.513
761;Country B;1992;5.398
762;Country A;1992;9.88
763;Country B;1992;5.322
764;Country A;1992;11.024
765;Country B;1992;4.671
766;Country A;1992;12.288
767;Country B;1992;4.122
768;Country A;1992;12.309
769;Country B;1992;5.638
770;Country A;1992;8.946
771;Country B;-1;5.53
772;Country A;1992;5.67
773;Country B;1992;4.374
774;Country A;1992;11.699
775;Country B;1992;4.721
776;Country A;-1;10.747
777;Country B;1992;4.875
778;Country A;1992;8.954
779;Country B;1992;6.156
780;Country A;1992;10.197
781;Country B;1992;5.64
782;Country A;1992;8.95
783;Country B;1992;2.707
784;Country A;1992;-9999999
785;Country B;1992;5.986
786;Country A;1992;5.297
787;Country B;1992;5.917
788;Country A;1992;10.635
789;Country B;1992;6.336
790;Country A;1992;9.808
791;Country B;1992;4.822
792;Country A;1992;7.492
793;Country B;1992;5.747
794;Country A;1992;8.096
795;Country B;1992;5.336
796;Country A;1992;11.821
797;Country B;1992;4.44
798;Country A;1992;7.198
799;Country B;1992;5.582
800;Country A;1992;9.81
801;Country B;1992;4.612
802;Country A;1992;12.596
803;Country B;1992;5.171
804;Country A;1992;13.072
805;Country B;1992;6.349
806;Country A;1992;7.949
807;Country B;1992;4.476
808;Country A;1992;11.885
809;Country B;1992;3.315
810;Country A;1992;9.762
811;Country B;1992;6.065
812;Country A;1992;8.535
813;Country B;1992;4.447
814;Country A;1992;8.442
815;Country B;1992;4.413
816;Country A;1992;12.349
817;Country B;1992;3.356
818;Country A;1992;10.396
819;Country B;1992;4.645
820;Country A;1992;13.87
821;Country B;1992;3.754
822;Country A;1992;8.016
823;Country B;1992;3.96
824;Country A;1992;11.285
825;Country B;1992;5.722
826;Country A;1992;11.218
827;Country B;1992;4.759
828;Country A;1992;7.016
829;Country B;1992;5.581
830;Country A;1992;8.639
831;Country B;1992;4.948
832;Country A;1992;8.301
833;Country B;1992;4.554
834;Country A;1992;8.476
835;Country B;1992;4.072
836;Country A;1992;7.793
837;Country B;1992;4.895
838;Country A;1992;11.879
839;Country B;1992;-9999999
840;Country A;1992;9.888
841;Country B;1992;5.558
842;Country A;1992;8.566
843;Country B;1992;5.056
844;Country A;1992;11.432
845;Country B;1992;5.095
846;Country A;1992;10.744
847;Country B;1992;4.741
848;Country A;1992;10.553
849;Country B;1992;3.653
850;Country A;1992;10.076
851;Country B;1992;5.225
852;Country A;1992;10.501
853;Country B;1992;4.852
854;Country A;1992;10.948
855;Country B;1992;5.22
856;Country A;1992;10.346
857;Country B;1992;4.679
858;Country A;1992;9.785
859;Country B;1992;3.842
860;Country A;1992;9.595
861;Country B;1992;3.546
862;Country A;1992;12.619
863;Country B;1992;3.834
864;Country A;1992;10.018
865;Country B;1992;5.303
866;Country A;1992;9.134
867;Country B;1992;5.504
868;Country A;1992;10.56
869;Country B;1992;7.087
870;Country A;1992;8.353
871;Country B;1992;3.453
872;Country A;1992;11.558
873;Country B;1992;5.312
874;Country A;1992;8.953
875;Country B;1992;3.966
876;Country A;1992;10.358
877;Country B;1992;4.656
878;Country A;1992;10.528
879;Country B;1992;5.04
880;Country A;1992;9.013
881;Country B;1992;4.684
882;Country A;1992;10.545
883;Country B;1992;5.788
884;Country A;1992;10.101
885;Country B;1992;4.804
886;Country A;1992;9.47
887;Country B;1992;4.555
888;Country A;1992;6.358
889;Country B;1992;1.743
890;Country A;1992;10.354
